"Substance";"categories";"location";"CF_DALY_per_kg"
"Particulates, < 2.5 um";"('air',)";"RER";0.000177
"Particulates, < 2.5 um";"('air',)";"IAI Area, Asia, without China and GCC";0.000296
"Particulates, < 2.5 um";"('air',)";"CA";1.06e-05
"Particulates, < 2.5 um";"('air',)";"IAI Area, EU27 & EFTA";0.000271
"Particulates, < 2.5 um";"('air',)";"MA";0.000176
"Particulates, < 2.5 um";"('air',)";"RNA";4.16e-05
"Particulates, < 2.5 um";"('air',)";"IN";0.000664
"Particulates, < 2.5 um";"('air',)";"PE";0.000108
"Particulates, < 2.5 um";"('air',)";"CA-QC";1.61e-05
"Particulates, < 2.5 um";"('air',)";"IAI Area, Africa";0.000299
"Particulates, < 2.5 um";"('air',)";"BR";7.45e-05
"Particulates, < 2.5 um";"('air',)";"UN-OCEANIA";9.65e-06
"Particulates, < 2.5 um";"('air',)";"Europe without Switzerland and Austria";0.000176
"Particulates, < 2.5 um";"('air',)";"RLA";0.000105
"Particulates, < 2.5 um";"('air',)";"IT";0.000429
"Particulates, < 2.5 um";"('air',)";"TN";0.000215
"Particulates, < 2.5 um";"('air',)";"Europe without Switzerland";0.000177
"Particulates, < 2.5 um";"('air',)";"IAI Area, Russia & RER w/o EU27 & EFTA";2.68e-05
"Particulates, < 2.5 um";"('air',)";"CO";0.000216
"Particulates, < 2.5 um";"('air',)";"MY";0.000231
"Particulates, < 2.5 um";"('air',)";"US";0.000112
"Particulates, < 2.5 um";"('air',)";"IAI Area, Gulf Cooperation Council";8.67e-05
"Particulates, < 2.5 um";"('air',)";"CN";0.000211
"Particulates, < 2.5 um";"('air',)";"IAI Area, South America";6.99e-05
"Particulates, < 2.5 um";"('air',)";"ZA";9.26e-05
"Particulates, < 2.5 um";"('air',)";"AT";0.000337
"Particulates, < 2.5 um";"('air',)";"CA-AB";2.47e-05
"Particulates, < 2.5 um";"('air',)";"CH";0.000642
"Particulates, < 2.5 um";"('air',)";"GLO";3.29e-05
"Particulates, < 2.5 um";"('air',)";"DE";0.000633
"Particulates, < 2.5 um";"('air',)";"Europe without Austria";0.000177
"Particulates, < 2.5 um";"('air',)";"BE";0.000943
"Particulates, < 2.5 um";"('air',)";"PH";0.000691
"Particulates, < 2.5 um";"('air',)";"FR";0.000387
"Particulates, < 2.5 um";"('air',)";"ES";0.000298
"Particulates, < 2.5 um";"('air',)";"RoW";3.29e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"RER";0.000177
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"LU";0.000621
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-BC";1.33e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-YN";0.00037
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IS";6.12e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-BJ";0.000666
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IR";0.000169
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-NF";3.72e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-NPCC";0.00031
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IE";0.000125
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-GX";0.000361
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"RO";0.000306
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"RNA";4.16e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-LN";0.000274
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-QC";1.61e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-WECC";9.29e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"TR";0.00033
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-HICC";3.38e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-FJ";0.000559
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BR-Southern grid";0.000161
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-XZ";1.37e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"GB";0.00054
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"RER w/o CH+DE";0.000161
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IN-KL";0.00166
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-RFC";0.000296
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"MK";0.000376
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"RU";2.63e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IT";0.000429
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"MX";0.000252
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"NL";0.000867
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-NM";7.83e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"GR";0.000193
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"Europe without Switzerland";0.000177
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-HB";0.000423
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-SD";0.000521
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-SERC";0.000231
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-NT";2.52e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"MY";0.000231
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CO";0.000216
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-SA";0.000364
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-SK";9.56e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"ZA";9.26e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-SH";0.000889
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"AT";0.000337
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"GH";0.000464
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-NU";2.47e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CH";0.000642
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"SA";6.13e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"HU";0.000306
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"EE";0.000131
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"DE";0.000633
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IN-KA";0.000769
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"TH";0.000257
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"NO";2.06e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-NX";0.000287
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-QH";3.33e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"DK";0.000271
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"KR";0.000483
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-AH";0.000492
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-HN";0.000445
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-NS";3.05e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"PL";0.00028
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"TW";0.000972
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"ES";0.000298
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-HU";0.000416
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BR-North-eastern grid";7.03e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"LT";0.00016
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"RoW";3.29e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BA";0.000252
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-CQ";0.000684
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-SX";0.000449
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-PE";2.65e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"SI";0.000365
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-ASCC";9.06e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CZ";0.000392
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-ON";4.43e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-HE";0.000677
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BG";0.000309
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BR-South-eastern grid";0.000279
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BR-Northern grid";2.18e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-YK";2.54e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"NP";0.000325
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"PT";0.000318
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-GD";0.000883
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"FI";5.25e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IN";0.000664
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"IN-TN";0.001145
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"PE";0.000108
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"DZ";6.49e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"LV";0.000124
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"AU";7.98e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-MB";9.29e-06
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"SK";0.000346
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-HL";0.00012
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"JP";0.000476
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BR-Mid-western grid";4.75e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"WEU";0.000511
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-MRO";6.73e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-JX";0.000507
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"MT";0.000503
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-ZJ";0.000627
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-HA";0.000486
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"ID";0.000283
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"AR";5.13e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"RS";0.000328
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"SE";5.79e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US";0.000112
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-JS";0.000606
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN";0.000211
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-GZ";0.000485
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-AB";2.47e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"TZ";0.000231
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"GLO";3.29e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-SC";0.00031
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"HR";0.000235
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CL";3.51e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-JL";0.000165
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CA-NB";3.3e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"BE";0.000943
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-GS";0.000161
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"PH";0.000691
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"FR";0.000387
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"UA";0.000226
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-XJ";5.13e-05
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CN-TJ";0.000717
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"US-TRE";0.000164
"Particulates, < 2.5 um";"('air', 'urban air close to ground')";"CY";0.000243
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"RER";0.000177
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"DE";0.000633
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"CN-NM";7.83e-05
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"CH";0.000642
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"US";0.000112
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"CN";0.000211
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"CA-AB";2.47e-05
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"RNA";4.16e-05
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"RoW";3.29e-05
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"CN-SC";0.00031
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"BR";7.45e-05
"Particulates, < 2.5 um";"('air', 'low population density, long-term')";"GLO";3.29e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-BA";5.07e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-BC";1.33e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-NF";3.72e-06
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"MA";0.000176
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"US-NPCC";0.00031
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IE";0.000125
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-PI";4.58e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"RO";0.000306
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-LN";0.000274
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-AM";1.61e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"ZM";7.5e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-CT";0.000383
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-Southern grid";0.000161
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-OR";0.000548
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-GA";0.000539
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-KL";0.00166
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-MG";0.000181
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"MK";0.000376
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"RU";2.63e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IT";0.000429
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"MX";0.000252
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-NM";7.83e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"Europe without Switzerland";0.000177
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-SD";0.000521
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-HB";0.000423
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CO";0.000216
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"ZA";9.26e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-SH";0.000889
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"HN";0.000319
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CH";0.000642
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"SA";6.13e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"EE";0.000131
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-CE";0.000101
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"KZ";2.99e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"TH";0.000257
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-PR";0.000197
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-TO";3.15e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"NO";2.06e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-MH";0.00056
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"DK";0.000271
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"KR";0.000483
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-HN";0.000445
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-NS";3.05e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"TW";0.000972
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"ES";0.000298
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-HU";0.000416
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-North-eastern grid";7.03e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"LT";0.00016
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BA";0.000252
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-SX";0.000449
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-CQ";0.000684
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-PE";2.65e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-ON";4.43e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-MP";0.000453
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-HE";0.000677
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-South-eastern grid";0.000279
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BG";0.000309
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"PT";0.000318
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN";0.000664
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-TN";0.001145
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-SP";0.000439
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"PE";0.000108
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-AP";8.13e-06
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-MS";4.13e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CM";0.000203
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"SK";0.000346
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"EC";0.000306
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"JP";0.000476
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-Mid-western grid";4.75e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-JX";0.000507
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"US-MRO";6.73e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-JH";0.000868
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-HA";0.000486
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"AR";5.13e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"ID";0.000283
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-JS";0.000606
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-RR";1.21e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"TZ";0.000231
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-UP";0.000913
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"GLO";3.29e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-AS";0.000904
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-JL";0.000165
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-NB";3.3e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BE";0.000943
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-PY";0.00103
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"PH";0.000691
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-DL";0.00161
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"UA";0.000226
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-XJ";5.13e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-TJ";0.000717
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-DF";0.000939
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-HR";0.000946
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"RER";0.000177
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"LU";0.000621
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-RS";0.000122
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-YN";0.00037
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-BJ";0.000666
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IR";0.000169
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA";1.06e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-PB";0.001064
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-GX";0.000361
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"RNA";4.16e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-ES";0.000205
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-QC";1.61e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-GO";0.000108
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR";7.45e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"US-WECC";9.29e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"TR";0.00033
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CD";0.000121
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"US-HICC";3.38e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-FJ";0.000559
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-SE";0.000137
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-XZ";1.37e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"IN-GJ";0.000578
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"Canada without Quebec";9.86e-06
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-RO";3.28e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"GB";0.00054
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"US-RFC";0.000296
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"VN";0.000566
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"BR-MT";2.11e-05
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"NL";0.000867
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"US-SERC";0.000231
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"RW";0.001134
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"GR";0.000193
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-NT";2.52e-06
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CN-SA";0.000364
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"MY";0.000231
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"CA-SK";9.56e-06
"Particulates, < 2.5 um";"('air', 'non-urban air or from high stacks')";"AT";0.000337
